,GT_noa
19814,36
19815,28
19816,17
19817,32
19818,27
19819,31
19820,25
19821,22
19822,22
19823,15
19824,29
19825,22
19826,12
19827,16
19828,17
19829,23
19830,25
19831,12
19832,31
19833,26
19834,17
19835,19
19836,26
19837,22
19838,19
19839,22
19840,46
19841,11
19842,11
19843,19
19844,16
19845,28
19846,16
19847,10
19848,10
19849,22
19850,19
19851,36
19852,15
19853,7
19854,18
19855,20
19856,25
19857,14
19858,28
19859,18
19860,25
19861,32
19862,22
19863,21
19864,20
19865,18
19866,15
19867,17
19868,21
19869,17
19870,22
19871,21
19872,28
19873,10
19874,16
19875,18
19876,14
19877,36
19878,18
19879,20
19880,11
19881,10
19882,34
19883,38
19884,22
19885,15
19886,11
19887,14
19888,36
19889,22
19890,23
19891,32
19892,20
19893,31
19894,11
19895,17
19896,27
19897,27
19898,20
19899,14
19900,20
19901,19
19902,11
19903,19
19904,29
19905,28
19906,12
19907,15
19908,12
19909,18
19910,46
19911,22
19912,19
19913,26
19914,13
19915,18
19916,30
19917,23
19918,30
19919,15
19920,27
19921,46
19922,23
19923,17
19924,20
19925,19
19926,35
19927,18
19928,20
19929,22
19930,13
19931,10
19932,30
19933,16
19934,14
19935,11
19936,23
19937,14
19938,16
19939,37
19940,23
19941,10
19942,21
19943,16
19944,28
19945,9
19946,16
19947,13
19948,27
19949,32
19950,24
19951,12
19952,27
19953,9
19954,21
19955,27
19956,19
19957,14
19958,15
19959,28
19960,12
19961,14
19962,35
19963,15
19964,26
19965,33
19966,12
19967,13
19968,11
19969,20
19970,17
19971,16
19972,30
19973,22
19974,18
19975,26
19976,16
19977,23
19978,26
19979,28
19980,33
19981,25
19982,18
19983,34
19984,19
19985,8
19986,17
19987,14
19988,23
19989,46
19990,36
19991,13
19992,16
19993,10
19994,10
19995,15
19996,32
19997,19
19998,21
19999,17
20000,15
20001,26
20002,33
20003,19
20004,26
20005,18
20006,15
20007,20
20008,23
20009,13
20010,30
20011,23
20012,37
20013,33
20014,33
20015,19
20016,19
20017,16
20018,12
20019,15
20020,12
20021,20
20022,23
20023,34
20024,34
20025,12
20026,12
20027,16
20028,36
20029,12
20030,17
20031,29
20032,19
20033,16
20034,22
20035,11
20036,23
20037,17
20038,20
20039,20
20040,13
20041,32
20042,10
20043,46
20044,32
20045,27
20046,11
20047,34
20048,8
20049,20
20050,13
20051,36
20052,24
20053,30
20054,10
20055,26
20056,24
20057,20
20058,22
20059,25
20060,13
20061,16
20062,10
20063,17
20064,28
20065,11
20066,14
20067,15
20068,22
20069,23
20070,29
20071,18
20072,29
20073,22
20074,22
20075,15
20076,15
20077,32
20078,14
20079,15
20080,20
20081,32
20082,22
20083,32
20084,13
20085,11
20086,33
20087,18
20088,19
20089,12
20090,12
20091,31
20092,14
20093,16
20094,23
20095,21
20096,27
20097,38
20098,18
20099,15
20100,13
20101,17
20102,33
20103,25
20104,32
20105,24
20106,24
20107,20
20108,34
20109,26
20110,11
20111,16
20112,21
20113,16
20114,21
20115,34
20116,23
20117,15
20118,32
20119,14
20120,31
20121,36
20122,25
20123,22
20124,33
20125,24
20126,13
20127,8
20128,17
20129,11
20130,30
20131,10
20132,13
20133,17
20134,13
20135,30
20136,24
20137,27
20138,28
20139,21
20140,13
20141,10
20142,16
20143,24
20144,29
20145,31
20146,20
20147,18
20148,36
20149,39
20150,10
20151,18
20152,13
20153,35
20154,24
20155,33
20156,21
20157,18
20158,28
20159,14
20160,28
20161,36
20162,35
20163,33
20164,28
20165,14
20166,9
20167,14
20168,35
20169,29
20170,16
20171,23
20172,28
20173,29
20174,16
20175,38
20176,17
20177,14
20178,18
20179,12
20180,10
20181,16
20182,21
20183,8
20184,29
20185,13
20186,17
20187,36
20188,12
20189,31
20190,29
20191,15
20192,28
20193,39
20194,29
20195,29
20196,36
20197,15
20198,14
20199,19
20200,23
20201,23
20202,12
20203,29
20204,29
20205,29
20206,29
20207,27
20208,36
20209,17
20210,29
20211,15
20212,9
20213,24
20214,24
20215,15
20216,35
20217,16
20218,32
20219,36
20220,11
20221,28
20222,22
20223,33
20224,26
20225,23
20226,21
20227,15
20228,17
20229,18
20230,8
20231,29
20232,14
20233,20
20234,10
20235,21
20236,32
20237,22
20238,17
20239,20
20240,21
20241,23
20242,32
20243,37
20244,22
20245,24
20246,34
20247,17
20248,39
20249,10
20250,30
20251,46
20252,31
20253,32
20254,18
20255,29
20256,29
20257,24
20258,35
20259,10
20260,18
20261,27
20262,31
20263,14
20264,27
20265,21
20266,23
20267,18
20268,13
20269,26
20270,11
20271,35
20272,28
20273,27
20274,27
20275,28
20276,19
20277,20
20278,8
20279,24
20280,22
20281,14
20282,13
20283,31
20284,11
20285,22
20286,14
20287,16
20288,38
20289,16
20290,26
20291,23
20292,10
20293,21
20294,16
20295,17
20296,11
20297,27
20298,17
20299,35
20300,13
20301,35
20302,33
20303,27
20304,34
20305,36
20306,32
20307,32
20308,14
20309,17
20310,14
20311,22
20312,12
20313,26
20314,29
20315,33
20316,13
20317,13
20318,10
20319,9
20320,20
20321,13
20322,11
20323,13
20324,17
20325,18
20326,29
20327,29
20328,36
20329,19
20330,10
20331,24
20332,8
20333,12
20334,34
20335,13
20336,11
20337,14
20338,16
20339,25
20340,32
20341,13
20342,21
20343,15
20344,21
20345,26
20346,31
20347,10
20348,36
20349,31
20350,16
20351,12
20352,27
20353,33
20354,23
20355,9
20356,18
20357,10
20358,46
20359,15
20360,6
20361,13
20362,46
20363,18
20364,31
20365,17
20366,17
20367,15
20368,27
20369,5
20370,25
20371,31
20372,21
20373,19
20374,46
20375,12
20376,17
20377,21
20378,14
20379,16
20380,36
20381,23
20382,11
20383,11
20384,27
20385,14
20386,37
20387,31
20388,23
20389,14
20390,33
20391,32
20392,15
20393,11
20394,13
20395,31
20396,27
20397,21
20398,24
20399,21
20400,27
20401,20
20402,27
20403,12
20404,18
20405,16
20406,7
20407,14
20408,13
20409,7
20410,23
20411,28
20412,19
20413,32
20414,13
20415,27
20416,16
20417,33
20418,23
20419,21
20420,14
20421,19
20422,25
20423,35
20424,35
20425,19
20426,18
20427,13
20428,33
20429,19
20430,11
20431,17
20432,10
20433,19
20434,22
20435,21
20436,12
20437,28
20438,14
20439,23
20440,13
20441,18
20442,24
20443,16
20444,37
20445,31
20446,23
20447,12
20448,38
20449,17
20450,33
20451,33
20452,18
20453,11
20454,13
20455,46
20456,16
20457,32
20458,20
20459,32
20460,8
20461,34
20462,15
20463,33
20464,35
20465,21
20466,14
20467,31
20468,18
20469,28
20470,35
20471,12
20472,19
20473,10
20474,25
20475,29
20476,33
20477,14
20478,11
20479,28
20480,16
20481,27
20482,31
20483,25
20484,24
20485,17
20486,13
20487,16
20488,36
20489,9
20490,20
20491,15
20492,16
20493,18
20494,20
20495,13
20496,16
20497,8
20498,15
20499,25
20500,10
20501,29
20502,15
20503,19
20504,34
20505,13
20506,25
20507,17
20508,16
20509,22
20510,12
20511,23
20512,15
20513,31
20514,13
20515,17
20516,25
20517,28
20518,32
20519,12
20520,22
20521,26
20522,28
20523,12
20524,34
20525,21
20526,26
20527,33
20528,22
20529,37
20530,23
20531,11
20532,32
20533,25
20534,37
20535,20
20536,35
20537,27
20538,18
20539,10
20540,17
20541,33
20542,34
20543,13
20544,18
20545,23
20546,33
20547,21
20548,29
20549,21
20550,19
20551,10
20552,16
20553,26
20554,10
20555,22
20556,10
20557,35
20558,18
20559,20
20560,11
20561,18
20562,18
20563,24
20564,21
20565,22
20566,34
20567,30
20568,25
20569,46
20570,9
20571,30
20572,11
20573,31
20574,32
20575,10
20576,34
20577,21
20578,18
20579,25
20580,15
20581,34
20582,24
20583,35
20584,39
20585,15
20586,24
20587,29
20588,14
20589,14
20590,32
20591,25
20592,25
20593,26
20594,16
20595,11
20596,23
20597,20
20598,14
20599,27
20600,46
20601,16
20602,26
20603,35
20604,35
20605,16
20606,13
20607,27
20608,39
20609,32
20610,29
20611,21
20612,23
20613,17
20614,15
20615,13
20616,37
20617,10
20618,22
20619,10
20620,9
20621,21
20622,16
20623,10
20624,18
20625,36
20626,20
20627,27
20628,11
20629,14
20630,12
20631,14
20632,13
20633,31
20634,20
20635,16
20636,35
20637,11
20638,31
20639,34
20640,26
20641,20
20642,13
20643,23
20644,25
20645,16
20646,28
20647,34
20648,17
20649,31
20650,28
20651,20
20652,10
20653,17
20654,31
20655,13
20656,22
20657,11
20658,33
20659,12
20660,19
20661,15
20662,12
20663,15
20664,21
20665,18
20666,16
20667,25
20668,27
20669,17
20670,11
20671,15
20672,15
20673,22
20674,9
20675,30
20676,14
20677,26
20678,38
20679,13
20680,29
20681,10
20682,16
20683,26
20684,16
20685,20
20686,17
20687,31
20688,10
20689,12
20690,24
20691,21
20692,17
20693,13
20694,28
20695,15
20696,32
20697,18
20698,33
20699,12
20700,20
20701,22
20702,20
20703,27
20704,22
20705,21
20706,15
20707,17
20708,29
20709,27
20710,13
20711,21
20712,33
20713,15
20714,30
20715,22
20716,33
20717,29
20718,33
20719,17
20720,16
20721,9
20722,12
20723,13
20724,17
20725,17
20726,22
20727,35
20728,10
20729,14
20730,22
20731,17
20732,14
20733,29
20734,21
20735,16
20736,11
20737,34
20738,14
20739,13
20740,13
20741,26
20742,46
20743,23
20744,12
20745,15
20746,35
20747,14
20748,12
20749,26
20750,19
20751,23
20752,19
20753,33
20754,16
20755,30
20756,12
20757,24
20758,20
20759,14
20760,33
20761,14
20762,8
20763,34
20764,30
20765,36
20766,19
20767,22
20768,10
20769,12
20770,33
20771,19
20772,13
20773,31
20774,25
20775,12
20776,20
20777,16
20778,34
20779,31
20780,24
20781,19
20782,12
20783,20
20784,40
20785,20
20786,11
20787,21
20788,18
20789,31
20790,37
20791,21
20792,27
20793,36
20794,14
20795,29
20796,11
20797,10
20798,16
20799,35
20800,32
20801,17
20802,46
20803,31
20804,20
20805,11
20806,17
20807,29
20808,26
20809,30
20810,14
20811,13
20812,25
20813,33
20814,4
20815,23
20816,18
20817,27
20818,33
20819,10
20820,25
20821,13
20822,15
20823,23
20824,16
20825,22
20826,8
20827,9
20828,27
20829,34
20830,29
20831,18
20832,17
20833,24
20834,24
20835,15
20836,18
20837,18
20838,26
20839,21
20840,28
20841,22
20842,18
20843,20
20844,27
20845,21
20846,8
20847,16
20848,21
20849,13
20850,15
20851,37
20852,19
20853,13
20854,29
20855,17
20856,24
20857,25
20858,18
20859,9
20860,18
20861,31
20862,12
20863,26
20864,32
20865,35
20866,27
20867,21
20868,12
20869,12
20870,30
20871,32
20872,31
20873,25
20874,20
20875,34
20876,22
20877,35
20878,21
20879,20
20880,16
20881,37
20882,28
20883,11
20884,16
20885,9
20886,31
20887,32
20888,33
20889,17
20890,19
20891,36
20892,36
20893,29
20894,24
20895,32
20896,31
20897,10
20898,19
20899,30
20900,15
20901,21
20902,32
20903,31
20904,27
20905,12
20906,46
20907,26
20908,27
20909,14
20910,32
20911,26
20912,29
20913,31
20914,19
20915,13
20916,33
20917,10
20918,30
20919,23
20920,29
20921,46
20922,28
20923,14
20924,14
20925,36
20926,35
20927,46
20928,13
20929,27
20930,36
20931,14
20932,13
20933,16
20934,31
20935,18
20936,29
20937,16
20938,12
20939,34
20940,14
20941,29
20942,23
20943,24
20944,23
20945,13
20946,19
20947,19
20948,26
20949,22
20950,28
20951,26
20952,46
20953,14
20954,20
20955,13
20956,15
20957,12
20958,10
20959,21
20960,21
20961,16
20962,12
20963,13
20964,26
20965,38
20966,15
20967,11
20968,28
20969,21
20970,14
20971,15
20972,21
20973,26
20974,16
20975,29
20976,26
20977,35
20978,26
20979,17
20980,32
20981,46
20982,25
20983,33
20984,23
20985,13
20986,26
20987,31
20988,9
20989,15
20990,37
20991,12
20992,14
20993,30
20994,13
20995,16
20996,18
20997,20
20998,13
20999,12
21000,30
21001,20
21002,23
21003,14
21004,9
21005,10
21006,24
21007,23
21008,24
21009,11
21010,30
21011,34
21012,20
21013,18
21014,46
21015,14
21016,26
21017,24
21018,13
21019,12
21020,16
21021,12
21022,17
21023,17
21024,10
21025,9
21026,15
21027,15
21028,23
21029,30
21030,13
21031,21
21032,13
21033,29
21034,13
21035,25
21036,27
21037,15
21038,21
21039,21
21040,18
21041,21
21042,17
21043,34
21044,20
21045,14
21046,23
21047,21
21048,24
21049,20
21050,29
21051,31
21052,23
21053,9
21054,24
21055,17
21056,28
21057,14
21058,31
21059,14
21060,31
21061,24
21062,21
21063,11
21064,16
21065,15
21066,21
21067,25
21068,35
21069,16
21070,25
21071,11
21072,34
21073,28
21074,17
21075,18
21076,32
21077,12
21078,35
21079,29
21080,17
21081,26
21082,35
21083,23
21084,25
21085,22
21086,16
21087,24
21088,31
21089,28
21090,14
21091,17
21092,25
21093,17
21094,21
21095,11
21096,17
21097,13
21098,11
21099,31
21100,18
21101,21
21102,14
21103,23
21104,14
21105,15
21106,25
21107,15
21108,12
21109,15
21110,18
21111,12
21112,14
21113,13
21114,21
21115,24
21116,17
21117,35
21118,13
21119,28
21120,20
21121,23
21122,12
21123,20
21124,37
21125,26
21126,12
21127,31
21128,26
21129,11
21130,14
21131,25
21132,23
21133,11
21134,15
21135,22
21136,16
21137,23
21138,25
21139,19
21140,17
21141,23
21142,18
21143,23
21144,10
21145,25
21146,18
21147,16
21148,16
21149,28
21150,9
21151,19
21152,19
21153,34
21154,22
21155,22
21156,10
21157,11
21158,30
21159,24
21160,26
21161,26
21162,20
21163,12
21164,15
21165,10
21166,12
21167,21
21168,12
21169,13
21170,30
21171,13
21172,23
21173,30
21174,34
21175,12
21176,38
21177,10
21178,21
21179,33
21180,15
21181,26
21182,31
21183,25
21184,17
21185,12
21186,31
21187,38
21188,11
21189,26
21190,20
21191,39
21192,14
21193,32
21194,32
21195,32
21196,24
21197,12
21198,33
21199,24
21200,39
21201,24
21202,16
21203,13
21204,32
21205,30
21206,46
21207,18
21208,18
21209,34
21210,30
21211,12
21212,17
21213,17
21214,27
21215,30
21216,31
21217,20
21218,31
21219,15
21220,16
21221,16
21222,16
21223,17
21224,13
21225,19
21226,18
21227,9
21228,35
21229,22
21230,10
21231,33
21232,11
21233,14
21234,12
21235,35
21236,28
21237,21
21238,13
21239,11
21240,17
21241,35
21242,14
21243,17
21244,27
21245,24
21246,28
21247,23
21248,30
21249,8
21250,22
21251,23
21252,19
21253,28
21254,28
21255,9
21256,18
21257,14
21258,26
21259,11
21260,13
21261,22
21262,18
21263,15
21264,28
21265,19
21266,32
21267,25
21268,24
21269,18
21270,10
21271,35
21272,18
21273,11
21274,27
21275,20
21276,32
21277,32
21278,12
21279,22
21280,35
21281,16
21282,27
21283,27
21284,11
21285,32
21286,24
21287,46
21288,16
21289,38
21290,15
21291,13
21292,18
21293,11
21294,38
21295,27
21296,22
21297,23
21298,11
21299,14
21300,18
21301,14
21302,28
21303,33
21304,26
21305,27
21306,21
21307,19
21308,26
21309,30
21310,17
21311,24
21312,16
21313,15
21314,32
21315,20
21316,31
21317,15
21318,24
21319,18
21320,21
21321,11
21322,18
21323,24
21324,31
21325,9
21326,25
21327,18
21328,15
21329,30
21330,11
21331,46
21332,15
21333,21
21334,19
21335,28
21336,24
21337,14
21338,31
21339,26
21340,22
21341,15
21342,28
21343,27
21344,31
21345,31
21346,28
21347,21
21348,11
21349,28
21350,16
21351,26
21352,36
21353,11
21354,13
21355,37
21356,10
21357,27
21358,23
21359,7
21360,21
21361,23
21362,14
21363,25
21364,14
21365,14
21366,21
21367,24
21368,16
21369,14
21370,23
21371,37
21372,37
21373,25
21374,38
21375,32
21376,13
21377,14
21378,13
21379,15
21380,33
21381,11
21382,17
21383,32
21384,11
21385,14
21386,14
21387,17
21388,29
21389,17
21390,17
21391,22
21392,23
21393,35
21394,20
21395,27
21396,17
21397,21
21398,20
21399,27
21400,17
21401,12
21402,36
21403,20
21404,38
21405,35
21406,32
21407,22
21408,9
21409,22
21410,35
21411,25
21412,24
21413,15
21414,16
21415,36
21416,15
21417,35
21418,18
21419,15
21420,22
21421,35
21422,19
21423,30
21424,15
21425,13
21426,36
21427,22
21428,15
21429,24
21430,27
21431,31
21432,31
21433,16
21434,22
21435,22
21436,39
21437,33
21438,17
21439,27
21440,20
21441,34
21442,16
21443,39
21444,14
21445,18
21446,11
21447,14
21448,20
21449,27
21450,20
21451,25
21452,35
21453,30
21454,38
21455,17
21456,46
21457,25
21458,34
21459,27
21460,30
21461,29
21462,25
21463,20
21464,35
21465,26
21466,33
21467,33
21468,23
21469,9
21470,30
21471,36
21472,35
21473,25
21474,33
21475,12
21476,31
21477,19
21478,10
21479,20
21480,25
21481,18
21482,35
21483,17
21484,9
21485,28
21486,32
21487,10
21488,29
21489,10
21490,23
21491,20
21492,29
21493,29
21494,10
21495,30
21496,21
21497,25
21498,24
21499,21
21500,23
21501,29
21502,30
21503,28
21504,28
21505,35
21506,26
21507,15
21508,38
21509,13
21510,31
21511,25
21512,15
21513,14
21514,17
21515,13
21516,10
21517,19
21518,31
21519,14
21520,18
21521,10
21522,15
21523,18
21524,11
21525,13
21526,21
21527,33
21528,19
21529,12
21530,14
21531,16
21532,16
21533,16
21534,20
21535,37
21536,27
21537,12
21538,14
21539,26
21540,35
21541,10
21542,21
21543,46
21544,10
21545,46
21546,22
21547,15
21548,14
21549,22
21550,21
21551,9
21552,21
21553,16
21554,18
21555,25
21556,15
21557,20
21558,20
21559,46
21560,19
21561,14
21562,17
21563,17
21564,22
21565,18
21566,17
21567,10
21568,21
21569,22
21570,24
21571,28
21572,18
21573,15
21574,29
21575,18
21576,46
21577,30
21578,12
21579,11
21580,24
21581,23
21582,26
21583,30
21584,11
21585,19
21586,22
21587,13
21588,28
21589,17
21590,12
21591,46
21592,13
21593,36
21594,10
21595,9
21596,34
21597,22
21598,30
21599,23
21600,26
21601,25
21602,13
21603,15
21604,35
21605,26
21606,38
21607,29
21608,36
21609,9
21610,24
21611,27
21612,22
21613,15
21614,18
21615,26
21616,20
21617,26
21618,15
21619,16
21620,25
21621,14
21622,26
21623,35
21624,22
21625,21
21626,28
21627,25
21628,36
21629,12
21630,21
21631,31
21632,12
21633,17
21634,25
21635,12
21636,20
21637,15
21638,17
21639,11
21640,12
21641,31
21642,17
21643,36
21644,19
21645,35
21646,46
21647,16
21648,9
21649,33
21650,15
21651,17
21652,13
21653,22
21654,11
21655,16
21656,17
21657,16
21658,35
21659,19
21660,21
21661,26
21662,15
21663,29
21664,20
21665,29
21666,27
21667,24
21668,13
21669,13
21670,17
21671,24
21672,34
21673,28
21674,26
21675,17
21676,16
21677,12
21678,21
21679,35
21680,31
21681,22
21682,20
21683,13
21684,31
21685,36
21686,23
21687,36
21688,17
21689,27
21690,29
21691,31
21692,21
21693,10
21694,16
21695,29
21696,11
21697,11
21698,27
21699,24
21700,24
21701,27
21702,9
21703,32
21704,23
21705,18
21706,10
21707,22
21708,11
21709,38
21710,20
21711,14
21712,21
21713,23
21714,27
21715,13
21716,18
21717,11
21718,36
21719,16
21720,23
21721,28
21722,20
21723,37
21724,32
21725,19
21726,26
21727,10
21728,35
21729,14
21730,27
21731,25
21732,31
21733,19
21734,16
21735,10
21736,22
21737,22
21738,24
21739,46
21740,20
21741,22
21742,24
21743,15
21744,14
21745,12
21746,37
21747,16
21748,15
21749,22
21750,23
21751,9
21752,29
21753,11
21754,26
21755,23
21756,25
21757,11
21758,14
21759,7
21760,17
21761,19
21762,21
21763,29
21764,26
21765,12
21766,15
21767,16
21768,21
21769,15
21770,15
21771,22
21772,25
21773,33
21774,26
21775,11
21776,14
21777,26
21778,26
21779,18
21780,24
21781,13
21782,10
21783,17
21784,20
21785,28
21786,10
21787,32
21788,10
21789,37
21790,24
21791,12
21792,14
21793,13
21794,25
21795,15
21796,9
21797,23
21798,20
21799,20
21800,31
21801,29
21802,34
21803,30
21804,18
21805,35
21806,27
21807,16
21808,31
21809,37
21810,13
21811,15
21812,17
21813,37
21814,24
21815,46
21816,29
21817,29
21818,29
21819,31
21820,29
21821,23
21822,46
21823,17
21824,26
21825,37
21826,22
21827,20
21828,19
21829,8
21830,13
21831,13
21832,30
21833,39
21834,13
21835,16
21836,28
21837,37
21838,31
21839,30
21840,35
21841,31
21842,11
21843,23
21844,16
21845,6
21846,24
21847,27
21848,24
21849,27
21850,30
21851,22
21852,12
21853,18
21854,16
21855,20
21856,33
21857,14
21858,13
21859,18
21860,28
21861,20
21862,35
21863,26
21864,20
21865,13
21866,8
21867,16
21868,32
21869,24
21870,15
21871,32
21872,13
21873,24
21874,16
21875,26
21876,38
21877,19
21878,17
21879,46
21880,22
21881,26
21882,23
21883,24
21884,18
21885,11
21886,16
21887,36
21888,15
21889,34
21890,30
21891,25
21892,12
21893,20
21894,37
21895,33
21896,27
21897,20
21898,20
21899,37
21900,34
21901,34
21902,33
21903,18
21904,33
21905,26
21906,30
21907,14
21908,36
21909,15
21910,13
21911,18
21912,35
21913,36
21914,29
21915,13
21916,24
21917,25
21918,29
21919,21
21920,22
21921,27
21922,8
21923,13
21924,20
21925,15
21926,15
21927,15
21928,14
21929,32
21930,20
21931,34
21932,13
21933,34
21934,24
21935,34
21936,10
21937,16
21938,18
21939,33
21940,12
21941,18
21942,27
21943,12
21944,33
21945,15
21946,46
21947,16
21948,28
21949,34
21950,10
21951,12
21952,28
21953,28
21954,27
21955,13
21956,26
21957,18
21958,15
21959,23
21960,21
21961,46
21962,19
21963,33
21964,17
21965,21
21966,28
21967,27
21968,11
21969,13
21970,36
21971,14
21972,31
21973,30
21974,17
21975,16
21976,27
21977,29
21978,11
21979,34
21980,13
21981,27
21982,21
21983,38
21984,23
21985,32
21986,10
21987,29
21988,32
21989,21
21990,13
21991,14
21992,31
21993,20
21994,29
21995,18
21996,22
21997,19
21998,26
21999,23
22000,15
22001,22
22002,15
22003,11
22004,39
22005,24
22006,11
22007,19
22008,29
22009,18
22010,10
22011,13
22012,11
22013,17
22014,30
22015,37
22016,15
22017,28
22018,29
22019,18
22020,38
22021,23
22022,34
22023,19
22024,34
22025,29
22026,23
22027,27
22028,34
22029,27
22030,15
